district,record_date,weather_condition,rainfall,temperature,humidity,wind_speed,previous_cases,actual_cases
บ้านบึง,2025-09-15,ฝนตก,83.3,28.5,71.4,9.6,25,20
บ้านบึง,2025-09-22,ฝนตก,95.2,27.8,85.1,8.8,20,24
บ้านบึง,2025-09-29,ฝนฟ้าคะนอง,118.6,26.8,80.8,12.6,24,26
บ้านบึง,2025-10-06,ฝนตก,89.0,27.9,82.3,3.4,26,21
บ้านบึง,2025-10-13,ฝนตก,92.1,27.1,84.7,7.3,21,18
บ้านบึง,2025-10-20,มีเมฆบางส่วน,59.6,25.6,73.4,7.6,18,18
บ้านบึง,2025-10-27,ฝนฟ้าคะนอง,111.2,28.4,79.4,3.1,18,27
บ้านบึง,2025-11-03,ฝนตก,72.2,27.5,80.9,5.3,27,31
บ้านบึง,2025-11-10,มีเมฆบางส่วน,38.9,27.8,63.8,5.9,31,27
บ้านบึง,2025-11-17,มีเมฆบางส่วน,54.3,27.9,75.2,7.8,27,28
บ้านบึง,2025-11-24,มีเมฆบางส่วน,54.8,26.1,70.0,9.3,28,23
บ้านบึง,2025-12-01,แจ่มใส,0.0,27.0,65.1,7.2,23,13
บ้านบึง,2025-12-08,มีเมฆบางส่วน,18.7,27.0,73.9,9.9,13,15
บ้านบึง,2025-12-15,มีเมฆบางส่วน,23.9,27.7,66.5,5.4,15,14
บ้านบึง,2025-12-22,มีเมฆบางส่วน,18.5,26.7,70.8,9.7,14,11
หนองใหญ่,2023-01-02,แจ่มใส,0.0,27.4,68.1,10.4,4,2
หนองใหญ่,2023-01-09,มีเมฆบางส่วน,20.0,29.1,69.4,9.3,2,9
หนองใหญ่,2023-01-16,แจ่มใส,9.7,27.1,57.3,10.2,9,7
หนองใหญ่,2023-01-23,แจ่มใส,2.3,27.3,61.2,7.6,7,8
หนองใหญ่,2023-01-30,มีเมฆบางส่วน,20.7,28.6,71.9,8.5,8,18
หนองใหญ่,2023-02-06,แจ่มใส,0.0,29.2,73.7,10.9,18,11
หนองใหญ่,2023-02-13,แจ่มใส,0.0,30.2,70.5,8.4,11,14
หนองใหญ่,2023-02-20,แจ่มใส,0.0,29.4,66.7,7.9,14,15
หนองใหญ่,2023-02-27,มีเมฆมาก,0.0,29.6,82.6,3.9,15,18
หนองใหญ่,2023-03-06,แจ่มใส,0.0,30.6,68.2,9.8,18,20
หนองใหญ่,2023-03-13,แจ่มใส,16.6,30.9,58.1,11.7,20,18
หนองใหญ่,2023-03-20,มีเมฆบางส่วน,36.1,29.3,67.8,8.3,18,17
หนองใหญ่,2023-03-27,มีเมฆบางส่วน,18.6,30.9,61.2,10.2,17,17
หนองใหญ่,2023-04-03,มีเมฆบางส่วน,28.0,29.8,73.6,2.4,17,21
หนองใหญ่,2023-04-10,แจ่มใส,0.0,30.9,67.4,10.7,21,17
หนองใหญ่,2023-04-17,มีเมฆมาก,17.2,30.5,76.3,9.2,17,17
หนองใหญ่,2023-04-24,มีเมฆบางส่วน,27.3,29.7,72.9,4.0,17,21
หนองใหญ่,2023-05-01,มีเมฆบางส่วน,62.8,32.8,69.4,7.8,21,29
หนองใหญ่,2023-05-08,ฝนตก,86.2,30.6,78.6,8.0,29,27
หนองใหญ่,2023-05-15,มีเมฆบางส่วน,44.6,31.0,64.9,8.3,27,23
หนองใหญ่,2023-05-22,มีเมฆมาก,55.0,30.0,79.0,8.8,23,20
หนองใหญ่,2023-05-29,มีเมฆบางส่วน,53.8,30.0,68.8,6.8,20,24
หนองใหญ่,2023-06-05,ฝนตก,73.4,31.3,73.4,8.6,24,23
หนองใหญ่,2023-06-12,ฝนฟ้าคะนอง,106.7,30.5,71.9,4.8,23,23
หนองใหญ่,2023-06-19,มีเมฆบางส่วน,60.0,31.1,72.3,13.5,23,16
หนองใหญ่,2023-06-26,ฝนตก,92.0,30.1,75.7,8.3,16,14
หนองใหญ่,2023-07-03,ฝนฟ้าคะนอง,112.8,31.5,78.1,8.6,14,27
หนองใหญ่,2023-07-10,ฝนตก,104.0,29.7,68.1,9.5,27,24
หนองใหญ่,2023-07-17,ฝนตก,85.4,30.2,74.5,6.8,24,26
หนองใหญ่,2023-07-24,ฝนตก,78.2,30.9,69.6,6.5,26,30
หนองใหญ่,2023-07-31,ฝนฟ้าคะนอง,132.4,30.2,77.9,6.8,30,29
หนองใหญ่,2023-08-07,ฝนฟ้าคะนอง,115.8,29.1,80.6,7.5,29,22
หนองใหญ่,2023-08-14,ฝนตก,103.6,29.8,72.6,7.6,22,21
หนองใหญ่,2023-08-21,ฝนฟ้าคะนอง,117.4,28.9,88.3,9.2,21,21
หนองใหญ่,2023-08-28,ฝนฟ้าคะนอง,129.8,28.7,79.4,8.7,21,23
หนองใหญ่,2023-09-04,ฝนฟ้าคะนอง,127.3,27.7,78.9,6.5,23,23
หนองใหญ่,2023-09-11,ฝนฟ้าคะนอง,131.8,28.7,91.0,13.2,23,23
หนองใหญ่,2023-09-18,ฝนฟ้าคะนอง,109.2,27.4,76.1,6.6,23,20
หนองใหญ่,2023-09-25,ฝนตก,84.5,28.1,71.2,9.9,20,17
หนองใหญ่,2023-10-02,ฝนฟ้าคะนอง,149.3,27.2,84.8,5.0,17,30
หนองใหญ่,2023-10-09,ฝนฟ้าคะนอง,112.1,27.8,73.6,8.5,30,21
หนองใหญ่,2023-10-16,ฝนฟ้าคะนอง,119.7,28.1,81.6,2.4,21,22
หนองใหญ่,2023-10-23,ฝนตก,102.6,28.4,84.8,4.3,22,25
หนองใหญ่,2023-10-30,ฝนฟ้าคะนอง,109.8,26.4,80.0,8.6,25,22
หนองใหญ่,2023-11-06,มีเมฆบางส่วน,19.3,27.1,68.5,7.7,22,14
หนองใหญ่,2023-11-13,มีเมฆบางส่วน,50.3,27.3,75.7,7.3,14,15
หนองใหญ่,2023-11-20,มีเมฆมาก,62.0,26.0,77.2,8.0,15,17
หนองใหญ่,2023-11-27,ฝนตก,81.1,25.9,67.1,8.6,17,18
หนองใหญ่,2023-12-04,มีเมฆบางส่วน,36.2,27.2,75.3,10.1,18,18
หนองใหญ่,2023-12-11,มีเมฆบางส่วน,26.8,26.1,74.8,10.8,18,18
หนองใหญ่,2023-12-18,แจ่มใส,13.1,28.0,73.7,11.6,18,13
หนองใหญ่,2023-12-25,มีเมฆบางส่วน,27.5,28.1,71.3,5.4,13,17
หนองใหญ่,2024-01-01,มีเมฆบางส่วน,25.1,28.3,71.9,7.4,17,21
หนองใหญ่,2024-01-08,แจ่มใส,0.0,27.8,68.1,10.0,21,10
หนองใหญ่,2024-01-15,แจ่มใส,0.0,26.8,68.2,5.4,10,10
หนองใหญ่,2024-01-22,มีเมฆบางส่วน,26.9,27.8,72.1,7.3,10,16
หนองใหญ่,2024-01-29,มีเมฆบางส่วน,22.8,27.8,69.7,10.4,16,16
หนองใหญ่,2024-02-05,แจ่มใส,0.0,29.7,62.6,11.2,16,17
หนองใหญ่,2024-02-12,แจ่มใส,11.4,29.3,68.2,9.6,17,15
หนองใหญ่,2024-02-19,แจ่มใส,10.2,29.8,66.3,6.6,15,12
หนองใหญ่,2024-02-26,แจ่มใส,0.0,27.9,71.6,12.2,12,17
หนองใหญ่,2024-03-04,แจ่มใส,0.0,30.7,75.1,6.9,17,18
หนองใหญ่,2024-03-11,แจ่มใส,0.0,30.3,62.7,8.5,18,11
หนองใหญ่,2024-03-18,มีเมฆบางส่วน,24.3,30.9,66.8,5.4,11,9
หนองใหญ่,2024-03-25,แจ่มใส,6.5,29.7,61.0,9.0,9,11
หนองใหญ่,2024-04-01,แจ่มใส,8.8,30.5,74.3,9.4,11,15
หนองใหญ่,2024-04-08,มีเมฆบางส่วน,46.1,30.0,73.2,8.3,15,17
หนองใหญ่,2024-04-15,มีเมฆบางส่วน,42.1,30.3,75.2,9.3,17,10
หนองใหญ่,2024-04-22,มีเมฆบางส่วน,58.7,28.7,71.4,10.4,10,15
หนองใหญ่,2024-04-29,แจ่มใส,0.2,30.1,73.2,3.6,15,20
หนองใหญ่,2024-05-06,มีเมฆบางส่วน,58.8,30.3,71.6,5.7,20,24
หนองใหญ่,2024-05-13,ฝนตก,76.1,29.9,74.4,6.0,24,27
หนองใหญ่,2024-05-20,มีเมฆบางส่วน,30.3,32.2,71.2,5.3,27,21
หนองใหญ่,2024-05-27,มีเมฆบางส่วน,42.4,30.2,73.1,5.2,21,14
หนองใหญ่,2024-06-03,ฝนตก,79.1,29.6,72.9,5.9,14,17
หนองใหญ่,2024-06-10,ฝนฟ้าคะนอง,131.5,30.9,83.7,3.9,17,24
หนองใหญ่,2024-06-17,ฝนตก,92.2,30.1,82.7,5.2,24,25
หนองใหญ่,2024-06-24,ฝนตก,74.6,31.0,73.0,7.4,25,23
หนองใหญ่,2024-07-01,ฝนตก,91.5,30.5,79.3,7.8,23,23
หนองใหญ่,2024-07-08,ฝนฟ้าคะนอง,125.2,30.0,80.2,8.2,23,32
หนองใหญ่,2024-07-15,ฝนตก,78.1,30.7,67.1,8.5,32,30
หนองใหญ่,2024-07-22,ฝนฟ้าคะนอง,118.4,30.3,78.2,8.1,30,27
หนองใหญ่,2024-07-29,ฝนตก,90.3,29.9,78.9,6.2,27,23
หนองใหญ่,2024-08-05,ฝนตก,85.1,29.5,80.1,8.5,23,27
หนองใหญ่,2024-08-12,ฝนฟ้าคะนอง,116.9,29.5,82.4,7.8,27,25
หนองใหญ่,2024-08-19,ฝนฟ้าคะนอง,163.7,28.9,82.7,9.0,25,29
หนองใหญ่,2024-08-26,ฝนตก,84.1,30.0,76.8,5.4,29,30
หนองใหญ่,2024-09-02,ฝนฟ้าคะนอง,121.4,27.4,90.2,9.5,30,27
หนองใหญ่,2024-09-09,ฝนฟ้าคะนอง,142.6,28.4,83.5,6.5,27,30
หนองใหญ่,2024-09-16,ฝนฟ้าคะนอง,118.1,28.3,77.0,8.3,30,26
หนองใหญ่,2024-09-23,ฝนตก,78.3,27.2,79.4,2.0,26,24
หนองใหญ่,2024-09-30,ฝนตก,97.1,29.2,76.2,9.5,24,22
หนองใหญ่,2024-10-07,ฝนตก,90.0,28.1,75.6,10.3,22,18
หนองใหญ่,2024-10-14,ฝนตก,94.0,28.2,81.6,12.4,18,19
หนองใหญ่,2024-10-21,มีเมฆมาก,57.2,26.9,77.6,9.1,19,19
หนองใหญ่,2024-10-28,มีเมฆบางส่วน,62.8,28.1,68.8,10.7,19,27
หนองใหญ่,2024-11-04,ฝนตก,68.1,27.7,73.0,3.8,27,20
หนองใหญ่,2024-11-11,มีเมฆมาก,36.0,26.3,80.6,8.6,20,19
หนองใหญ่,2024-11-18,มีเมฆมาก,53.2,27.2,78.7,7.9,19,20
หนองใหญ่,2024-11-25,มีเมฆบางส่วน,55.7,27.1,67.1,3.5,20,17
หนองใหญ่,2024-12-02,มีเมฆบางส่วน,33.7,26.7,71.5,8.1,17,9
หนองใหญ่,2024-12-09,แจ่มใส,12.4,27.8,71.3,5.3,9,14
หนองใหญ่,2024-12-16,มีเมฆบางส่วน,55.0,28.1,73.6,6.9,14,15
หนองใหญ่,2024-12-23,มีเมฆบางส่วน,42.8,27.7,75.9,8.3,15,19
หนองใหญ่,2024-12-30,มีเมฆมาก,34.6,28.1,76.2,6.1,19,12
หนองใหญ่,2025-01-06,มีเมฆบางส่วน,46.3,28.4,64.5,6.4,12,18
หนองใหญ่,2025-01-13,แจ่มใส,6.2,27.9,75.7,5.6,18,14
หนองใหญ่,2025-01-20,แจ่มใส,17.0,28.5,72.4,10.1,14,16
หนองใหญ่,2025-01-27,มีเมฆบางส่วน,23.1,28.1,70.9,8.2,16,16
หนองใหญ่,2025-02-03,มีเมฆบางส่วน,22.0,29.6,70.6,6.1,16,17
หนองใหญ่,2025-02-10,มีเมฆมาก,4.4,29.3,79.5,6.8,17,18
หนองใหญ่,2025-02-17,มีเมฆมาก,28.5,29.3,82.8,7.1,18,20
หนองใหญ่,2025-02-24,แจ่มใส,0.0,29.0,69.2,9.9,20,17
หนองใหญ่,2025-03-03,มีเมฆบางส่วน,40.1,30.1,70.7,14.2,17,19
หนองใหญ่,2025-03-10,แจ่มใส,0.0,29.7,63.3,10.2,19,14
หนองใหญ่,2025-03-17,แจ่มใส,15.2,30.1,73.3,6.1,14,13
หนองใหญ่,2025-03-24,แจ่มใส,17.3,30.6,71.6,6.1,13,19
หนองใหญ่,2025-03-31,แจ่มใส,0.0,29.8,63.3,11.0,19,17
หนองใหญ่,2025-04-07,มีเมฆมาก,45.8,31.7,87.1,4.1,17,20
หนองใหญ่,2025-04-14,มีเมฆบางส่วน,18.9,30.2,64.7,7.3,20,14
หนองใหญ่,2025-04-21,มีเมฆบางส่วน,39.9,30.9,74.8,9.2,14,20
หนองใหญ่,2025-04-28,มีเมฆบางส่วน,24.3,32.3,71.8,3.7,20,18
หนองใหญ่,2025-05-05,มีเมฆบางส่วน,21.7,31.1,69.8,6.9,18,25
หนองใหญ่,2025-05-12,ฝนตก,72.1,31.6,71.3,5.7,25,25
หนองใหญ่,2025-05-19,มีเมฆบางส่วน,63.8,29.8,74.1,8.0,25,22
หนองใหญ่,2025-05-26,มีเมฆบางส่วน,42.1,30.7,71.7,8.2,22,23
หนองใหญ่,2025-06-02,ฝนฟ้าคะนอง,111.3,30.6,78.0,9.0,23,27
หนองใหญ่,2025-06-09,ฝนตก,77.9,31.4,81.5,11.0,27,31
หนองใหญ่,2025-06-16,ฝนตก,68.4,30.9,75.6,7.8,31,24
หนองใหญ่,2025-06-23,มีเมฆบางส่วน,54.8,30.9,70.2,8.2,24,20
หนองใหญ่,2025-06-30,มีเมฆบางส่วน,63.3,31.0,75.7,9.3,20,29
หนองใหญ่,2025-07-07,ฝนฟ้าคะนอง,113.7,30.5,75.1,5.0,29,33
หนองใหญ่,2025-07-14,ฝนตก,87.3,29.4,77.4,7.8,33,24
หนองใหญ่,2025-07-21,ฝนตก,100.9,31.0,75.1,4.8,24,29
หนองใหญ่,2025-07-28,ฝนฟ้าคะนอง,118.5,29.7,73.1,6.3,29,27
หนองใหญ่,2025-08-04,ฝนฟ้าคะนอง,140.6,28.5,83.0,9.6,27,20
หนองใหญ่,2025-08-11,ฝนฟ้าคะนอง,137.7,28.4,84.8,8.6,20,29
หนองใหญ่,2025-08-18,ฝนฟ้าคะนอง,127.1,27.5,78.1,8.3,29,25
หนองใหญ่,2025-08-25,ฝนฟ้าคะนอง,125.5,29.8,84.8,7.5,25,21
หนองใหญ่,2025-09-01,ฝนตก,97.6,28.5,73.3,9.5,21,25
หนองใหญ่,2025-09-08,ฝนฟ้าคะนอง,110.4,26.1,73.8,12.3,25,20
หนองใหญ่,2025-09-15,มีเมฆบางส่วน,64.0,29.1,75.1,10.5,20,21
หนองใหญ่,2025-09-22,ฝนฟ้าคะนอง,117.7,28.5,84.4,13.2,21,27
หนองใหญ่,2025-09-29,ฝนตก,72.9,28.6,81.7,10.8,27,22
หนองใหญ่,2025-10-06,ฝนฟ้าคะนอง,113.1,28.2,93.3,6.3,22,24
หนองใหญ่,2025-10-13,ฝนตก,80.8,27.2,72.4,1.6,24,20
หนองใหญ่,2025-10-20,ฝนตก,95.6,27.2,88.2,8.0,20,26
หนองใหญ่,2025-10-27,ฝนตก,93.3,28.1,79.7,11.1,26,24
หนองใหญ่,2025-11-03,ฝนตก,70.9,27.6,74.4,8.9,24,28
หนองใหญ่,2025-11-10,มีเมฆมาก,54.1,27.6,80.2,10.6,28,22
หนองใหญ่,2025-11-17,แจ่มใส,7.6,27.7,57.7,11.4,22,15
หนองใหญ่,2025-11-24,ฝนตก,82.0,26.7,69.3,8.6,15,17
หนองใหญ่,2025-12-01,มีเมฆมาก,21.7,27.6,84.2,9.9,17,20
หนองใหญ่,2025-12-08,มีเมฆบางส่วน,51.1,28.6,72.7,3.3,20,19
หนองใหญ่,2025-12-15,มีเมฆบางส่วน,50.4,26.9,72.7,6.4,19,22
หนองใหญ่,2025-12-22,มีเมฆมาก,49.0,28.0,76.5,7.9,22,20
บางละมุง,2023-01-02,มีเมฆมาก,19.5,29.1,78.0,11.6,12,21
บางละมุง,2023-01-09,มีเมฆมาก,4.6,28.6,81.2,11.4,21,30
บางละมุง,2023-01-16,แจ่มใส,3.8,27.6,72.4,5.5,30,27
บางละมุง,2023-01-23,แจ่มใส,9.8,29.4,67.3,2.4,27,30
บางละมุง,2023-01-30,แจ่มใส,0.0,28.3,67.6,7.4,30,30
บางละมุง,2023-02-06,แจ่มใส,0.0,28.8,71.4,6.6,30,24
บางละมุง,2023-02-13,มีเมฆบางส่วน,19.7,30.0,69.9,3.5,24,31
บางละมุง,2023-02-20,แจ่มใส,0.0,29.4,63.6,5.3,31,27
บางละมุง,2023-02-27,แจ่มใส,1.0,28.7,71.0,7.0,27,31
บางละมุง,2023-03-06,มีเมฆบางส่วน,18.6,29.7,65.7,4.2,31,31
บางละมุง,2023-03-13,แจ่มใส,4.6,28.5,65.8,5.9,31,33
บางละมุง,2023-03-20,แจ่มใส,0.0,29.1,73.5,11.1,33,27
บางละมุง,2023-03-27,แจ่มใส,0.0,30.6,56.4,3.7,27,27
บางละมุง,2023-04-03,ฝนตก,66.6,30.5,75.8,10.6,27,39
บางละมุง,2023-04-10,มีเมฆมาก,19.8,30.8,79.3,4.5,39,39
บางละมุง,2023-04-17,แจ่มใส,10.1,30.9,67.9,5.8,39,30
บางละมุง,2023-04-24,มีเมฆบางส่วน,38.6,31.5,71.6,8.2,30,35
บางละมุง,2023-05-01,มีเมฆมาก,38.6,31.6,76.3,14.0,35,33
บางละมุง,2023-05-08,มีเมฆมาก,49.9,31.6,77.6,6.8,33,34
บางละมุง,2023-05-15,ฝนตก,71.9,30.5,73.9,8.2,34,39
บางละมุง,2023-05-22,มีเมฆบางส่วน,46.7,29.8,63.6,5.1,39,30
บางละมุง,2023-05-29,มีเมฆบางส่วน,56.6,30.3,70.7,6.2,30,32
บางละมุง,2023-06-05,ฝนฟ้าคะนอง,116.6,31.3,80.9,6.9,32,37
บางละมุง,2023-06-12,ฝนตก,94.7,31.3,73.9,8.1,37,32
บางละมุง,2023-06-19,ฝนตก,92.2,31.4,76.7,12.2,32,33
บางละมุง,2023-06-26,ฝนตก,92.3,30.8,77.6,7.7,33,37
บางละมุง,2023-07-03,ฝนฟ้าคะนอง,126.3,31.1,81.9,9.9,37,38
บางละมุง,2023-07-10,ฝนฟ้าคะนอง,124.5,29.6,87.1,13.1,38,39
บางละมุง,2023-07-17,มีเมฆมาก,59.4,29.8,80.7,9.3,39,37
บางละมุง,2023-07-24,ฝนฟ้าคะนอง,129.8,30.5,88.4,10.1,37,46
บางละมุง,2023-07-31,ฝนฟ้าคะนอง,115.5,30.8,79.2,6.6,46,48
บางละมุง,2023-08-07,ฝนฟ้าคะนอง,119.8,29.8,81.8,6.7,48,43
บางละมุง,2023-08-14,ฝนฟ้าคะนอง,146.6,29.6,75.6,7.5,43,48
บางละมุง,2023-08-21,ฝนฟ้าคะนอง,110.3,27.9,89.6,9.6,48,41
บางละมุง,2023-08-28,ฝนฟ้าคะนอง,106.8,30.0,77.0,10.6,41,41
บางละมุง,2023-09-04,ฝนฟ้าคะนอง,113.0,28.4,79.6,10.4,41,36
บางละมุง,2023-09-11,ฝนตก,71.9,28.7,79.1,9.1,36,36
บางละมุง,2023-09-18,ฝนตก,100.6,28.8,78.8,6.9,36,36
บางละมุง,2023-09-25,ฝนฟ้าคะนอง,152.1,27.0,87.2,4.1,36,39
บางละมุง,2023-10-02,ฝนตก,78.0,26.1,78.5,7.1,39,28
บางละมุง,2023-10-09,ฝนฟ้าคะนอง,106.0,28.6,87.1,8.8,28,35
บางละมุง,2023-10-16,ฝนฟ้าคะนอง,116.7,28.7,86.5,5.8,35,39
บางละมุง,2023-10-23,ฝนตก,97.2,26.3,81.0,13.2,39,38
บางละมุง,2023-10-30,ฝนฟ้าคะนอง,119.9,27.7,80.8,8.9,38,35
บางละมุง,2023-11-06,มีเมฆมาก,38.8,28.2,79.1,5.7,35,36
บางละมุง,2023-11-13,มีเมฆมาก,58.1,27.5,76.7,10.3,36,33
บางละมุง,2023-11-20,ฝนตก,91.0,27.5,81.1,6.1,33,42
บางละมุง,2023-11-27,ฝนตก,70.3,27.8,67.7,6.1,42,39
บางละมุง,2023-12-04,มีเมฆมาก,38.8,26.2,77.5,6.7,39,37
บางละมุง,2023-12-11,มีเมฆมาก,30.6,27.7,77.3,5.9,37,29
บางละมุง,2023-12-18,มีเมฆบางส่วน,28.2,28.1,64.4,4.2,29,32
บางละมุง,2023-12-25,มีเมฆบางส่วน,19.2,27.3,60.8,6.4,32,28
บางละมุง,2024-01-01,มีเมฆมาก,32.8,27.7,79.9,6.4,28,28
บางละมุง,2024-01-08,มีเมฆบางส่วน,46.2,28.4,70.3,7.6,28,34
บางละมุง,2024-01-15,มีเมฆบางส่วน,44.6,27.7,72.7,8.2,34,28
บางละมุง,2024-01-22,แจ่มใส,11.1,28.3,74.9,10.8,28,27
บางละมุง,2024-01-29,แจ่มใส,7.7,28.7,65.9,9.4,27,27
บางละมุง,2024-02-05,แจ่มใส,0.0,28.5,75.2,7.6,27,33
บางละมุง,2024-02-12,มีเมฆมาก,0.0,29.4,80.0,5.6,33,25
บางละมุง,2024-02-19,มีเมฆบางส่วน,33.3,28.6,71.6,6.7,25,30
บางละมุง,2024-02-26,แจ่มใส,0.0,29.1,70.2,5.7,30,27
บางละมุง,2024-03-04,แจ่มใส,4.7,29.1,66.4,8.3,27,26
บางละมุง,2024-03-11,แจ่มใส,6.4,30.1,65.4,9.6,26,32
บางละมุง,2024-03-18,แจ่มใส,2.2,30.5,67.0,8.8,32,35
บางละมุง,2024-03-25,มีเมฆบางส่วน,23.6,28.9,72.9,10.8,35,31
บางละมุง,2024-04-01,มีเมฆบางส่วน,54.4,30.4,66.6,8.3,31,27
บางละมุง,2024-04-08,มีเมฆบางส่วน,27.2,31.7,61.4,5.1,27,27
บางละมุง,2024-04-15,มีเมฆมาก,31.1,30.6,78.4,10.2,27,33
บางละมุง,2024-04-22,มีเมฆบางส่วน,35.7,31.1,67.6,10.0,33,29
บางละมุง,2024-04-29,มีเมฆบางส่วน,50.9,31.7,74.7,7.6,29,35
บางละมุง,2024-05-06,แจ่มใส,0.0,31.3,67.4,7.9,35,34
บางละมุง,2024-05-13,มีเมฆบางส่วน,58.4,30.3,73.7,8.2,34,35
บางละมุง,2024-05-20,มีเมฆบางส่วน,63.6,31.8,69.6,8.4,35,40
บางละมุง,2024-05-27,มีเมฆบางส่วน,21.8,31.2,67.5,7.1,40,32
บางละมุง,2024-06-03,ฝนตก,83.8,32.1,70.9,5.3,32,33
บางละมุง,2024-06-10,ฝนฟ้าคะนอง,125.5,30.5,81.7,7.1,33,36
บางละมุง,2024-06-17,ฝนตก,82.3,32.6,84.0,6.0,36,42
บางละมุง,2024-06-24,ฝนตก,69.2,29.6,80.7,10.7,42,41
บางละมุง,2024-07-01,ฝนตก,97.3,30.0,82.5,8.9,41,38
บางละมุง,2024-07-08,ฝนตก,72.0,30.2,81.3,5.2,38,40
บางละมุง,2024-07-15,ฝนฟ้าคะนอง,114.9,30.7,85.0,6.4,40,36
บางละมุง,2024-07-22,ฝนตก,95.9,30.8,75.8,6.4,36,32
บางละมุง,2024-07-29,ฝนฟ้าคะนอง,146.2,30.7,87.9,10.2,32,42
บางละมุง,2024-08-05,ฝนฟ้าคะนอง,109.6,29.1,77.9,14.1,42,40
บางละมุง,2024-08-12,ฝนตก,104.8,29.5,74.5,11.5,40,36
บางละมุง,2024-08-19,ฝนฟ้าคะนอง,126.0,29.9,83.8,8.2,36,40
บางละมุง,2024-08-26,ฝนฟ้าคะนอง,113.8,28.8,78.3,11.4,40,38
บางละมุง,2024-09-02,ฝนตก,90.3,27.9,83.4,9.6,38,38
บางละมุง,2024-09-09,ฝนตก,102.0,28.7,76.0,7.4,38,40
บางละมุง,2024-09-16,ฝนฟ้าคะนอง,126.9,27.6,77.7,8.3,40,44
บางละมุง,2024-09-23,ฝนตก,65.5,28.4,68.3,6.5,44,35
บางละมุง,2024-09-30,ฝนตก,98.4,27.9,78.9,6.8,35,31
บางละมุง,2024-10-07,ฝนตก,104.7,28.1,83.7,4.5,31,37
บางละมุง,2024-10-14,ฝนตก,102.4,26.8,79.3,7.7,37,42
บางละมุง,2024-10-21,ฝนฟ้าคะนอง,129.8,26.4,94.8,5.9,42,44
บางละมุง,2024-10-28,ฝนฟ้าคะนอง,108.9,26.9,82.4,7.8,44,41
บางละมุง,2024-11-04,ฝนตก,65.1,28.1,75.5,7.6,41,39
บางละมุง,2024-11-11,ฝนตก,72.8,27.8,72.7,5.6,39,33
บางละมุง,2024-11-18,มีเมฆมาก,46.3,27.9,78.0,7.6,33,37
บางละมุง,2024-11-25,ฝนตก,90.1,27.5,73.8,11.6,37,34
บางละมุง,2024-12-02,มีเมฆบางส่วน,35.3,27.3,67.4,4.6,34,33
บางละมุง,2024-12-09,แจ่มใส,15.3,29.7,64.2,5.1,33,32
บางละมุง,2024-12-16,ฝนตก,66.1,27.6,78.1,3.8,32,31
บางละมุง,2024-12-23,แจ่มใส,8.9,26.2,69.6,2.8,31,24
บางละมุง,2024-12-30,มีเมฆบางส่วน,20.7,27.0,72.3,8.7,24,29
บางละมุง,2025-01-06,มีเมฆบางส่วน,28.9,29.0,71.2,8.7,29,31
บางละมุง,2025-01-13,แจ่มใส,15.5,28.0,68.0,6.1,31,30
บางละมุง,2025-01-20,แจ่มใส,10.3,27.8,65.8,5.2,30,31
บางละมุง,2025-01-27,แจ่มใส,14.1,27.6,73.6,6.7,31,25
บางละมุง,2025-02-03,มีเมฆบางส่วน,27.5,28.8,69.0,8.1,25,32
บางละมุง,2025-02-10,แจ่มใส,5.4,28.4,71.3,6.9,32,35
บางละมุง,2025-02-17,แจ่มใส,5.0,27.6,70.3,12.5,35,34
บางละมุง,2025-02-24,มีเมฆมาก,45.3,28.5,77.5,6.3,34,34
บางละมุง,2025-03-03,แจ่มใส,0.0,29.7,64.6,10.1,34,32
บางละมุง,2025-03-10,มีเมฆบางส่วน,18.5,29.2,68.5,6.3,32,33
บางละมุง,2025-03-17,มีเมฆบางส่วน,38.3,30.9,68.4,1.7,33,28
บางละมุง,2025-03-24,มีเมฆบางส่วน,43.6,29.9,69.0,11.8,28,34
บางละมุง,2025-03-31,แจ่มใส,12.9,29.9,68.8,8.5,34,36
บางละมุง,2025-04-07,มีเมฆมาก,41.8,31.4,78.4,5.3,36,38
บางละมุง,2025-04-14,มีเมฆบางส่วน,26.0,29.1,60.2,5.7,38,33
บางละมุง,2025-04-21,มีเมฆมาก,35.0,31.0,81.6,5.1,33,35
บางละมุง,2025-04-28,มีเมฆบางส่วน,39.2,30.3,72.5,4.3,35,39
บางละมุง,2025-05-05,มีเมฆบางส่วน,45.0,32.5,72.8,10.4,39,36
บางละมุง,2025-05-12,มีเมฆบางส่วน,59.3,30.7,75.1,8.7,36,33
บางละมุง,2025-05-19,มีเมฆมาก,57.2,30.7,85.8,7.8,33,41
บางละมุง,2025-05-26,มีเมฆบางส่วน,55.7,31.3,67.5,7.0,41,37
บางละมุง,2025-06-02,ฝนฟ้าคะนอง,122.4,31.0,88.4,9.5,37,46
บางละมุง,2025-06-09,ฝนตก,86.2,32.5,75.1,6.2,46,38
บางละมุง,2025-06-16,ฝนฟ้าคะนอง,138.8,31.4,81.6,10.9,38,44
บางละมุง,2025-06-23,ฝนฟ้าคะนอง,130.8,29.8,81.1,6.9,44,36
บางละมุง,2025-06-30,ฝนฟ้าคะนอง,110.8,30.7,83.9,13.4,36,38
บางละมุง,2025-07-07,ฝนตก,98.4,30.2,83.8,6.7,38,37
บางละมุง,2025-07-14,ฝนฟ้าคะนอง,130.9,30.4,72.2,5.2,37,45
